Time da Casa,Time Visitante,Gols da Casa,Gols Visitante
Manchester City,Inter Milan,5,5
Atlético de Madrid,Tottenham Hotspur,1,4
Borussia Dortmund,Benfica,1,3
Napoli,Liverpool,0,4
Real Madrid,Manchester United,3,5
AC Milan,Lyon,2,5
Borussia Dortmund,Benfica,1,3
Lyon,Bayern Munich,0,5
Barcelona,Bayern Munich,2,2
Lyon,Arsenal,2,0
RB Leipzig,Manchester City,5,5
Benfica,Liverpool,4,2
Liverpool,Napoli,5,1
Sevilla,Lyon,1,3
Sevilla,Barcelona,4,2
Atlético de Madrid,Bayern Munich,4,1
Chelsea,Juventus,4,1
AC Milan,Tottenham Hotspur,1,5
Borussia Dortmund,Paris Saint-Germain,4,1
Benfica,Sevilla,2,0
Lyon,Real Madrid,0,5
AC Milan,Barcelona,4,0
Liverpool,Napoli,4,4
Manchester United,Manchester City,0,2
Manchester City,Arsenal,4,5
Napoli,Arsenal,5,2
Real Madrid,Paris Saint-Germain,5,5
Tottenham Hotspur,Arsenal,1,4
Juventus,Borussia Dortmund,2,2
Juventus,Napoli,1,2
Atlético de Madrid,Liverpool,2,3
Borussia Dortmund,Manchester United,2,0
Juventus,Manchester United,0,0
Borussia Dortmund,Benfica,5,2
Paris Saint-Germain,Napoli,5,5
Chelsea,Bayern Munich,1,0
Real Madrid,Bayern Munich,0,2
Manchester City,Bayern Munich,2,1
Real Madrid,Napoli,0,1
AC Milan,Benfica,3,2
Benfica,Lyon,0,2
Benfica,Borussia Dortmund,0,0
Napoli,Liverpool,0,2
Barcelona,Manchester United,1,4
Chelsea,Sevilla,5,4
Napoli,Real Madrid,3,0
Napoli,AC Milan,5,1
Lyon,Inter Milan,0,4
Bayern Munich,Sevilla,5,3
Benfica,RB Leipzig,5,1
RB Leipzig,Chelsea,4,2
Tottenham Hotspur,Lyon,3,0
Barcelona,RB Leipzig,1,5
Bayern Munich,Manchester United,4,3
Borussia Dortmund,Inter Milan,2,3
Juventus,Napoli,1,1
Atlético de Madrid,Manchester United,4,4
Bayern Munich,Inter Milan,3,0
Bayern Munich,RB Leipzig,3,4
Sevilla,Bayern Munich,2,1
Arsenal,Paris Saint-Germain,3,2
Napoli,Paris Saint-Germain,4,5
Real Madrid,Tottenham Hotspur,0,5
Real Madrid,Benfica,5,0
Sevilla,Inter Milan,1,3
Manchester City,Tottenham Hotspur,2,3
Tottenham Hotspur,AC Milan,1,2
Barcelona,Napoli,2,1
Paris Saint-Germain,Bayern Munich,0,3
Real Madrid,Borussia Dortmund,3,4
Arsenal,Atlético de Madrid,0,1
Liverpool,Benfica,1,0
AC Milan,Borussia Dortmund,2,1
AC Milan,Atlético de Madrid,3,2
Benfica,Borussia Dortmund,4,2
Real Madrid,Manchester United,2,0
Atlético de Madrid,Tottenham Hotspur,2,5
Atlético de Madrid,RB Leipzig,1,3
Juventus,Chelsea,1,3
Liverpool,Tottenham Hotspur,2,4
Arsenal,Lyon,0,2
Borussia Dortmund,Chelsea,4,5
Chelsea,Paris Saint-Germain,2,3
Tottenham Hotspur,Bayern Munich,0,2
Sevilla,Benfica,5,3
Benfica,Chelsea,4,2
Inter Milan,RB Leipzig,1,0
Atlético de Madrid,Borussia Dortmund,2,4
Tottenham Hotspur,Barcelona,4,2
Napoli,Juventus,5,0
Benfica,Chelsea,1,2
RB Leipzig,Inter Milan,5,0
Paris Saint-Germain,Benfica,2,0
Inter Milan,Bayern Munich,3,4
AC Milan,Lyon,2,5
Borussia Dortmund,Inter Milan,1,2
Paris Saint-Germain,Chelsea,4,2
AC Milan,Chelsea,2,4
Lyon,Benfica,4,1
AC Milan,Inter Milan,4,3
Paris Saint-Germain,Tottenham Hotspur,3,0
Barcelona,Lyon,5,5
Bayern Munich,Manchester City,1,1
Manchester United,Paris Saint-Germain,3,0
Manchester United,Tottenham Hotspur,3,3
AC Milan,Tottenham Hotspur,0,5
Manchester United,Sevilla,3,2
Inter Milan,Chelsea,1,5
AC Milan,Paris Saint-Germain,4,2
Benfica,Tottenham Hotspur,0,0
Manchester United,RB Leipzig,3,1
Juventus,Manchester City,2,2
Paris Saint-Germain,Napoli,1,2
Tottenham Hotspur,Juventus,4,3
Liverpool,AC Milan,2,2
Tottenham Hotspur,Atlético de Madrid,5,2
Juventus,Bayern Munich,3,3
AC Milan,Lyon,1,1
Arsenal,Chelsea,3,3
Benfica,Juventus,3,4
Lyon,Napoli,0,2
Paris Saint-Germain,Juventus,4,3
Borussia Dortmund,RB Leipzig,2,2
Bayern Munich,Borussia Dortmund,1,2
Tottenham Hotspur,Napoli,3,0
Paris Saint-Germain,Liverpool,4,2
Borussia Dortmund,Manchester United,3,2
AC Milan,Manchester City,1,5
Tottenham Hotspur,Juventus,0,2
Sevilla,Atlético de Madrid,2,2
Manchester United,Barcelona,2,5
Napoli,Lyon,3,4
Liverpool,Atlético de Madrid,0,3
Bayern Munich,Barcelona,1,0
Barcelona,AC Milan,2,4
Atlético de Madrid,Real Madrid,3,1
Benfica,Chelsea,3,5
AC Milan,Manchester United,5,2
AC Milan,Liverpool,5,2
Bayern Munich,Atlético de Madrid,3,1
Manchester City,Real Madrid,5,3
AC Milan,Liverpool,1,2
Borussia Dortmund,Manchester United,4,0
Chelsea,Barcelona,1,2
Inter Milan,Lyon,5,1
Manchester City,Tottenham Hotspur,4,0
Manchester United,Chelsea,3,1
Real Madrid,Borussia Dortmund,2,5
Liverpool,Real Madrid,3,3
Borussia Dortmund,Arsenal,5,4
Liverpool,Inter Milan,0,2
Bayern Munich,Real Madrid,3,4
Lyon,Tottenham Hotspur,5,2
Juventus,Paris Saint-Germain,4,1
Inter Milan,Liverpool,4,2
AC Milan,Chelsea,0,5
Manchester City,Chelsea,2,0
Lyon,Manchester United,4,4
Manchester City,Liverpool,1,2
Borussia Dortmund,Liverpool,5,4
Barcelona,Chelsea,3,1
Liverpool,Inter Milan,4,0
RB Leipzig,Napoli,5,1
Benfica,Barcelona,4,1
Barcelona,Manchester United,2,5
Manchester United,Inter Milan,4,1
Napoli,Manchester United,5,4
Atlético de Madrid,Lyon,4,1
Sevilla,Atlético de Madrid,2,3
Tottenham Hotspur,Barcelona,1,4
Benfica,Inter Milan,0,1
Barcelona,Juventus,4,1
Juventus,Benfica,3,4
Bayern Munich,Manchester City,1,0
Real Madrid,Manchester City,3,4
Napoli,RB Leipzig,5,5
AC Milan,Chelsea,5,1
Barcelona,Napoli,0,3
Atlético de Madrid,Lyon,3,3
Liverpool,Barcelona,0,0
Chelsea,Barcelona,0,4
Lyon,AC Milan,0,2
Napoli,Liverpool,4,2
Inter Milan,Liverpool,3,4
Paris Saint-Germain,Manchester United,5,1
Manchester City,Bayern Munich,2,0
Lyon,Inter Milan,4,0
RB Leipzig,Atlético de Madrid,2,4
Chelsea,Napoli,5,1
Tottenham Hotspur,Benfica,5,0
Chelsea,Paris Saint-Germain,4,5
Liverpool,Lyon,1,4
Atlético de Madrid,Bayern Munich,0,2
Manchester United,Sevilla,0,3
Bayern Munich,Arsenal,0,1
RB Leipzig,Juventus,2,5
Tottenham Hotspur,Barcelona,5,5
Inter Milan,RB Leipzig,4,0
Juventus,Atlético de Madrid,3,5
Manchester United,AC Milan,1,5
Sevilla,Borussia Dortmund,0,1
RB Leipzig,Tottenham Hotspur,2,5
Lyon,Sevilla,2,1
Benfica,RB Leipzig,3,3
Chelsea,Benfica,1,1
Manchester United,Barcelona,0,3
Bayern Munich,Arsenal,4,2
Lyon,Manchester City,5,4
Manchester United,Manchester City,4,5
Inter Milan,Real Madrid,5,2
Paris Saint-Germain,Napoli,4,3
Tottenham Hotspur,Juventus,2,5
Real Madrid,Liverpool,0,0
Benfica,Bayern Munich,1,5
Lyon,Atlético de Madrid,0,0
RB Leipzig,Arsenal,3,0
Borussia Dortmund,RB Leipzig,3,1
Liverpool,Juventus,2,5
Manchester United,Juventus,1,5
Liverpool,Lyon,0,3
AC Milan,Chelsea,1,2
Liverpool,Juventus,5,5
Lyon,Sevilla,4,0
Tottenham Hotspur,Manchester United,1,2
Atlético de Madrid,Sevilla,0,2
Borussia Dortmund,Inter Milan,2,2
Bayern Munich,Benfica,2,4
Atlético de Madrid,Real Madrid,5,0
Juventus,Atlético de Madrid,5,1
Barcelona,AC Milan,4,4
Borussia Dortmund,Bayern Munich,5,4
Juventus,Arsenal,3,4
Bayern Munich,Atlético de Madrid,3,3
Borussia Dortmund,Liverpool,3,3
RB Leipzig,Napoli,2,4
Arsenal,Benfica,2,4
Arsenal,Manchester City,1,0
Benfica,Manchester City,0,0
Paris Saint-Germain,Manchester City,2,1
Manchester United,Paris Saint-Germain,4,2
Liverpool,RB Leipzig,2,2
AC Milan,Bayern Munich,0,3
Inter Milan,Manchester United,1,3
Borussia Dortmund,Inter Milan,1,4
Inter Milan,Juventus,4,5
Liverpool,Manchester City,4,1
Benfica,Sevilla,2,2
Liverpool,Inter Milan,3,1
Sevilla,Liverpool,3,1
Arsenal,Benfica,2,4
Lyon,Paris Saint-Germain,1,1
Lyon,Real Madrid,0,4
Real Madrid,Atlético de Madrid,5,2
Tottenham Hotspur,Arsenal,2,3
Benfica,Manchester City,1,0
Arsenal,Liverpool,1,4
Barcelona,Inter Milan,3,5
AC Milan,Arsenal,3,1
Tottenham Hotspur,Liverpool,0,3
RB Leipzig,Paris Saint-Germain,0,4
Atlético de Madrid,Paris Saint-Germain,5,1
Atlético de Madrid,Borussia Dortmund,4,4
Real Madrid,Napoli,2,0
Juventus,Arsenal,4,2
Lyon,Real Madrid,2,1
Paris Saint-Germain,AC Milan,2,0
Liverpool,Chelsea,2,0
Napoli,RB Leipzig,4,5
Inter Milan,Real Madrid,2,2
Tottenham Hotspur,Juventus,5,5
AC Milan,Napoli,5,1
Manchester City,Juventus,5,4
Chelsea,Lyon,0,3
Borussia Dortmund,Arsenal,2,5
Chelsea,Bayern Munich,3,4
Arsenal,Lyon,1,4
Atlético de Madrid,Manchester United,3,4
Paris Saint-Germain,Napoli,5,2
Benfica,Tottenham Hotspur,4,1
Inter Milan,Borussia Dortmund,4,5
Manchester United,AC Milan,5,5
Manchester United,Lyon,2,1
Liverpool,RB Leipzig,2,3
Lyon,Sevilla,2,4
RB Leipzig,Sevilla,1,1
Manchester United,Manchester City,1,4
Atlético de Madrid,Borussia Dortmund,1,0
Arsenal,Bayern Munich,4,3
Sevilla,Manchester United,2,2
RB Leipzig,Real Madrid,5,2
Chelsea,AC Milan,5,0
Paris Saint-Germain,Sevilla,2,1
Borussia Dortmund,Manchester City,4,3
RB Leipzig,Lyon,1,4
Bayern Munich,Inter Milan,3,5
Arsenal,Real Madrid,0,4
Barcelona,Atlético de Madrid,1,4
Napoli,Liverpool,0,5
Borussia Dortmund,AC Milan,4,2
Manchester City,Arsenal,4,1
Lyon,RB Leipzig,5,2
Chelsea,Juventus,2,1
Liverpool,Chelsea,1,3
RB Leipzig,Barcelona,5,1
Sevilla,AC Milan,5,1
Inter Milan,Tottenham Hotspur,3,0
Juventus,Bayern Munich,0,2
Tottenham Hotspur,Napoli,5,5
Tottenham Hotspur,Borussia Dortmund,1,5
Borussia Dortmund,Real Madrid,0,3
Real Madrid,Tottenham Hotspur,3,0
Manchester City,RB Leipzig,3,1
Arsenal,Manchester United,4,0
Bayern Munich,Arsenal,3,3
Borussia Dortmund,Paris Saint-Germain,2,5
Inter Milan,Bayern Munich,2,5
Barcelona,AC Milan,4,2
Liverpool,Manchester United,1,4
Bayern Munich,Napoli,0,2
Juventus,Liverpool,3,5
Bayern Munich,Lyon,3,5
RB Leipzig,Borussia Dortmund,4,2
Liverpool,Tottenham Hotspur,1,2
Liverpool,Atlético de Madrid,5,2
Liverpool,Inter Milan,0,2
Benfica,Borussia Dortmund,0,1
Bayern Munich,Atlético de Madrid,0,2
Bayern Munich,Real Madrid,1,4
Chelsea,Liverpool,4,2
Juventus,Benfica,1,3
Liverpool,Chelsea,3,1
Manchester City,Atlético de Madrid,0,1
RB Leipzig,Lyon,5,2
Inter Milan,Benfica,2,3
Manchester United,Atlético de Madrid,5,5
Paris Saint-Germain,Liverpool,3,1
Manchester United,Real Madrid,0,2
Chelsea,Borussia Dortmund,2,1
Chelsea,Barcelona,2,5
Borussia Dortmund,Atlético de Madrid,1,1
Arsenal,Paris Saint-Germain,5,4
Liverpool,Lyon,5,3
Benfica,Liverpool,1,2
Borussia Dortmund,RB Leipzig,0,0
Manchester City,Liverpool,2,4
Juventus,Inter Milan,1,0
Borussia Dortmund,RB Leipzig,1,3
Napoli,Liverpool,1,1
Benfica,Inter Milan,5,0
AC Milan,Liverpool,5,2
Liverpool,RB Leipzig,4,2
Chelsea,Napoli,4,1
Manchester United,Real Madrid,3,4
Juventus,Manchester United,3,4
Manchester City,Bayern Munich,3,0
Lyon,Tottenham Hotspur,5,1
Atlético de Madrid,Paris Saint-Germain,0,1
Liverpool,Paris Saint-Germain,4,2
Juventus,Lyon,4,3
Paris Saint-Germain,Tottenham Hotspur,3,5
Manchester City,Barcelona,2,5
Sevilla,Atlético de Madrid,4,4
Borussia Dortmund,Manchester United,0,1
Paris Saint-Germain,Liverpool,4,5
Sevilla,Barcelona,4,1
Inter Milan,Arsenal,3,4
AC Milan,Arsenal,5,2
Bayern Munich,Napoli,0,2
Barcelona,Borussia Dortmund,0,1
Sevilla,Real Madrid,5,3
Chelsea,Sevilla,3,3
Sevilla,Lyon,1,3
Barcelona,Napoli,4,4
Inter Milan,Tottenham Hotspur,1,1
Arsenal,Atlético de Madrid,1,3
Lyon,Juventus,0,5
Benfica,AC Milan,5,0
Real Madrid,Manchester City,4,4
Benfica,Liverpool,1,3
Manchester City,Barcelona,4,2
Bayern Munich,Manchester City,4,5
Borussia Dortmund,Juventus,4,3
Manchester City,Arsenal,4,0
Sevilla,AC Milan,2,0
Bayern Munich,Napoli,0,0
Borussia Dortmund,Real Madrid,3,0
Real Madrid,Arsenal,3,0
Benfica,Manchester City,3,2
Benfica,Juventus,5,1
Atlético de Madrid,Arsenal,1,5
Real Madrid,Bayern Munich,3,1
Arsenal,Sevilla,3,2
RB Leipzig,Napoli,0,3
Paris Saint-Germain,Barcelona,2,2
Benfica,Atlético de Madrid,0,2
Tottenham Hotspur,Lyon,2,0
Borussia Dortmund,Tottenham Hotspur,1,2
Manchester City,Chelsea,0,4
Benfica,Liverpool,3,1
Manchester City,Atlético de Madrid,1,1
AC Milan,Paris Saint-Germain,4,3
Liverpool,Chelsea,3,0
Borussia Dortmund,Paris Saint-Germain,5,4
Lyon,Sevilla,4,4
Sevilla,Bayern Munich,1,1
Napoli,Borussia Dortmund,1,4
Arsenal,Napoli,1,1
Juventus,Chelsea,4,3
Barcelona,Sevilla,5,5
Chelsea,Bayern Munich,3,5
AC Milan,Arsenal,0,3
AC Milan,Barcelona,2,0
Paris Saint-Germain,Juventus,1,4
Sevilla,Napoli,5,4
Napoli,Manchester City,1,4
Atlético de Madrid,RB Leipzig,4,0
Atlético de Madrid,Barcelona,5,0
Manchester City,Benfica,0,5
Chelsea,Juventus,3,2
Bayern Munich,Borussia Dortmund,5,4
Tottenham Hotspur,Manchester City,0,2
Lyon,RB Leipzig,0,2
Liverpool,Bayern Munich,1,5
Tottenham Hotspur,Inter Milan,4,0
Borussia Dortmund,Chelsea,0,5
Borussia Dortmund,RB Leipzig,1,4
Bayern Munich,RB Leipzig,5,0
Liverpool,Arsenal,5,2
Manchester United,Napoli,0,4
Lyon,Bayern Munich,2,0
Chelsea,Manchester City,4,5
Inter Milan,Barcelona,3,5
Paris Saint-Germain,Barcelona,4,2
Barcelona,Chelsea,2,0
Juventus,Manchester United,0,1
Sevilla,Real Madrid,0,5
Paris Saint-Germain,Liverpool,0,2
Inter Milan,Borussia Dortmund,1,5
Manchester City,Sevilla,2,1
Juventus,Tottenham Hotspur,0,2
Lyon,Liverpool,4,3
Bayern Munich,Arsenal,1,5
Napoli,Benfica,3,1
Chelsea,Napoli,0,2
Atlético de Madrid,Borussia Dortmund,0,0
Benfica,Manchester City,1,5
Lyon,Manchester United,1,1
Chelsea,Manchester City,4,3
Barcelona,Real Madrid,5,5
Barcelona,Paris Saint-Germain,3,3
Sevilla,Benfica,4,5
Manchester City,Arsenal,0,3
Manchester United,Benfica,5,5
Tottenham Hotspur,Lyon,1,1
RB Leipzig,Manchester City,5,3
Benfica,Real Madrid,2,3
Sevilla,AC Milan,5,5
Bayern Munich,Sevilla,0,3
Real Madrid,Borussia Dortmund,1,0
Manchester United,Borussia Dortmund,2,2
Manchester City,Chelsea,2,2
Liverpool,Bayern Munich,0,0
Arsenal,Inter Milan,5,2
Atlético de Madrid,RB Leipzig,1,5
Lyon,Chelsea,5,1
Atlético de Madrid,Liverpool,3,5
Manchester United,Napoli,3,2
Barcelona,Lyon,0,4
Napoli,Real Madrid,1,2
Sevilla,Paris Saint-Germain,5,2
Real Madrid,Inter Milan,2,4
Paris Saint-Germain,Manchester City,0,3
Manchester City,Liverpool,4,2
RB Leipzig,Atlético de Madrid,5,5
Inter Milan,Atlético de Madrid,4,0
Sevilla,Borussia Dortmund,5,5
RB Leipzig,Atlético de Madrid,2,5
Manchester City,Lyon,2,4
AC Milan,Atlético de Madrid,2,3
Juventus,RB Leipzig,1,4
AC Milan,Napoli,4,4
Inter Milan,Chelsea,2,2
Borussia Dortmund,Bayern Munich,2,0
Barcelona,Manchester United,1,4
Lyon,Barcelona,4,0
Manchester United,Napoli,0,0
Liverpool,Benfica,4,0
Borussia Dortmund,Sevilla,2,0
Borussia Dortmund,Inter Milan,0,1
Tottenham Hotspur,Manchester United,0,4
Liverpool,Inter Milan,0,4
Lyon,Manchester United,2,1
Napoli,Juventus,4,0
Tottenham Hotspur,Paris Saint-Germain,2,1
Benfica,Chelsea,4,2
Bayern Munich,Borussia Dortmund,5,3
Benfica,RB Leipzig,4,3
Bayern Munich,Paris Saint-Germain,0,5
Inter Milan,RB Leipzig,4,4
Juventus,AC Milan,2,4
Paris Saint-Germain,Benfica,0,4
Lyon,Bayern Munich,4,2
Sevilla,Inter Milan,0,1
AC Milan,Tottenham Hotspur,2,3
AC Milan,Atlético de Madrid,1,2
Chelsea,Inter Milan,5,3
Arsenal,Manchester United,3,3
Arsenal,Tottenham Hotspur,0,0
Paris Saint-Germain,Chelsea,3,3
Arsenal,AC Milan,4,2
Tottenham Hotspur,Atlético de Madrid,2,2
Tottenham Hotspur,Bayern Munich,2,1
Benfica,RB Leipzig,2,3
Juventus,Chelsea,5,2
Barcelona,Juventus,1,3
Bayern Munich,AC Milan,4,3
Liverpool,Borussia Dortmund,3,5
Arsenal,RB Leipzig,3,4
Real Madrid,Barcelona,1,2
Sevilla,Manchester City,5,1
RB Leipzig,AC Milan,2,5
Inter Milan,Bayern Munich,3,0
Inter Milan,Liverpool,4,4
RB Leipzig,Real Madrid,0,2
Inter Milan,Lyon,0,3
Bayern Munich,Chelsea,4,2
Arsenal,Benfica,1,3
Chelsea,Inter Milan,2,5
Barcelona,Arsenal,0,5
Liverpool,Atlético de Madrid,1,3
Napoli,Borussia Dortmund,0,1
Juventus,Sevilla,2,3
Manchester United,Napoli,1,1
Liverpool,Barcelona,3,3
Napoli,AC Milan,0,5
Real Madrid,Atlético de Madrid,0,4
Bayern Munich,Benfica,2,5
AC Milan,Lyon,4,3
Real Madrid,Chelsea,2,3
Napoli,AC Milan,5,5
Real Madrid,Inter Milan,4,4
Juventus,Benfica,0,0
Lyon,Atlético de Madrid,2,1
Napoli,Sevilla,5,0
Napoli,Barcelona,1,3
Sevilla,Juventus,3,2
Paris Saint-Germain,RB Leipzig,0,4
Benfica,Napoli,3,2
Napoli,Barcelona,2,2
Sevilla,Barcelona,2,5
Lyon,Real Madrid,5,1
Juventus,Manchester United,1,2
Real Madrid,Paris Saint-Germain,3,3
Inter Milan,Lyon,5,1
Barcelona,Manchester United,0,4
Benfica,RB Leipzig,0,0
Manchester United,Borussia Dortmund,4,0
Real Madrid,Paris Saint-Germain,0,1
Chelsea,Paris Saint-Germain,5,3
Tottenham Hotspur,Atlético de Madrid,5,0
Juventus,Atlético de Madrid,2,0
Paris Saint-Germain,Bayern Munich,5,3
Atlético de Madrid,Bayern Munich,4,1
Inter Milan,Bayern Munich,4,4
Borussia Dortmund,Paris Saint-Germain,2,5
RB Leipzig,Barcelona,3,5
Borussia Dortmund,Chelsea,5,2
Arsenal,Sevilla,4,1
Arsenal,Borussia Dortmund,5,0
Chelsea,Inter Milan,1,0
Manchester United,Real Madrid,4,2
Real Madrid,Manchester City,3,0
Manchester City,Atlético de Madrid,5,5
Tottenham Hotspur,Lyon,2,0
Atlético de Madrid,Manchester City,3,4
Atlético de Madrid,Inter Milan,4,4
RB Leipzig,Lyon,1,2
Paris Saint-Germain,Chelsea,2,5
Benfica,Bayern Munich,0,1
RB Leipzig,Real Madrid,3,0
Paris Saint-Germain,Lyon,3,0
Chelsea,Juventus,5,5
Inter Milan,Real Madrid,5,4
Tottenham Hotspur,Sevilla,5,4
Bayern Munich,Arsenal,1,2
AC Milan,Paris Saint-Germain,3,1
Tottenham Hotspur,Liverpool,4,1
AC Milan,Sevilla,3,0
Manchester United,Arsenal,4,5
Chelsea,Lyon,3,1
Sevilla,Manchester City,2,2
Napoli,Borussia Dortmund,1,3
Juventus,Tottenham Hotspur,5,4
RB Leipzig,AC Milan,1,5
Real Madrid,Lyon,5,1
Manchester City,Juventus,4,4
Borussia Dortmund,Arsenal,1,5
Liverpool,Paris Saint-Germain,5,4
Tottenham Hotspur,Barcelona,3,4
Juventus,Liverpool,5,4
Benfica,Bayern Munich,2,1
Tottenham Hotspur,Benfica,3,1
AC Milan,Borussia Dortmund,3,0
Liverpool,Barcelona,1,0
Chelsea,Manchester City,1,3
Sevilla,Real Madrid,0,4
Barcelona,Atlético de Madrid,5,1
RB Leipzig,Barcelona,4,2
Inter Milan,Juventus,5,4
Bayern Munich,Benfica,4,0
Tottenham Hotspur,Benfica,4,5
Arsenal,Atlético de Madrid,5,0
RB Leipzig,Paris Saint-Germain,5,5
Tottenham Hotspur,Real Madrid,3,3
Napoli,Lyon,0,0
Chelsea,Real Madrid,5,5
Arsenal,Liverpool,2,4
Benfica,Barcelona,3,4
Benfica,Tottenham Hotspur,0,1
AC Milan,Benfica,5,0
Barcelona,Chelsea,4,2
Manchester United,Chelsea,0,1
Manchester City,Real Madrid,5,3
Inter Milan,Liverpool,5,2
Sevilla,Bayern Munich,5,0
Borussia Dortmund,Atlético de Madrid,0,2
Barcelona,Real Madrid,1,4
Borussia Dortmund,AC Milan,2,1
Napoli,Paris Saint-Germain,1,2
Inter Milan,Manchester City,0,0
Juventus,Bayern Munich,3,4
Sevilla,Lyon,2,3
Lyon,Benfica,3,2
Juventus,AC Milan,5,1
Manchester United,Liverpool,0,4
Sevilla,Lyon,0,2
Sevilla,Benfica,5,5
Juventus,AC Milan,2,1
Borussia Dortmund,Real Madrid,3,0
Manchester United,Paris Saint-Germain,1,0
Napoli,Benfica,4,0
Sevilla,Juventus,0,3
Liverpool,Benfica,2,0
Juventus,Lyon,5,0
Paris Saint-Germain,Napoli,1,3
Lyon,Juventus,5,5
Chelsea,Borussia Dortmund,5,1
Chelsea,Bayern Munich,5,0
Arsenal,Atlético de Madrid,3,5
Tottenham Hotspur,Bayern Munich,2,0
RB Leipzig,Borussia Dortmund,2,3
Benfica,AC Milan,1,5
Manchester City,RB Leipzig,4,0
Arsenal,Bayern Munich,2,4
Juventus,Napoli,1,0
AC Milan,Bayern Munich,3,0
Juventus,RB Leipzig,0,3
Paris Saint-Germain,RB Leipzig,3,5
Manchester United,Lyon,2,3
Manchester City,Benfica,3,1
Tottenham Hotspur,Manchester United,3,3
Bayern Munich,Real Madrid,3,0
Manchester City,Paris Saint-Germain,3,1
RB Leipzig,Manchester United,1,2
Real Madrid,AC Milan,3,1
Atlético de Madrid,Manchester United,1,2
Manchester City,Tottenham Hotspur,1,0
Borussia Dortmund,Inter Milan,3,2
Manchester City,Manchester United,0,1
Lyon,Paris Saint-Germain,3,4
Manchester City,Liverpool,3,2
Real Madrid,AC Milan,4,2
Barcelona,Arsenal,5,5
Atlético de Madrid,Inter Milan,5,4
Barcelona,AC Milan,0,4
RB Leipzig,Bayern Munich,3,3
Manchester United,Real Madrid,1,4
Barcelona,Inter Milan,4,4
Arsenal,AC Milan,1,1
RB Leipzig,Lyon,0,5
Liverpool,Barcelona,1,3
Paris Saint-Germain,Manchester United,5,0
Barcelona,Bayern Munich,5,0
Manchester United,Barcelona,1,3
Atlético de Madrid,Manchester United,4,3
Manchester City,Arsenal,5,1
Atlético de Madrid,Benfica,4,0
Real Madrid,Arsenal,5,3
Atlético de Madrid,Lyon,0,3
Borussia Dortmund,Napoli,5,4
Chelsea,RB Leipzig,0,3
Inter Milan,Bayern Munich,1,4
Benfica,Paris Saint-Germain,3,1
Arsenal,Napoli,1,3
Napoli,Barcelona,3,1
Real Madrid,Manchester United,4,4
Inter Milan,Lyon,3,0
Juventus,Chelsea,4,4
Napoli,Real Madrid,3,2
Manchester United,Lyon,2,3
Inter Milan,AC Milan,1,1
Liverpool,RB Leipzig,3,1
Real Madrid,Bayern Munich,3,1
AC Milan,Sevilla,4,1
Benfica,Paris Saint-Germain,1,2
Chelsea,Benfica,3,5
Juventus,Tottenham Hotspur,1,2
Real Madrid,Bayern Munich,1,4
Paris Saint-Germain,Barcelona,4,0
Atlético de Madrid,Bayern Munich,0,2
Barcelona,Tottenham Hotspur,4,0
Sevilla,Atlético de Madrid,1,0
Manchester City,Juventus,2,2
Lyon,Arsenal,1,0
RB Leipzig,Juventus,1,5
Borussia Dortmund,Paris Saint-Germain,0,2
Bayern Munich,Sevilla,3,1
Inter Milan,Bayern Munich,1,4
AC Milan,Manchester United,0,2
AC Milan,Napoli,5,0
Manchester United,Benfica,4,2
Sevilla,Manchester City,5,4
Sevilla,Inter Milan,0,2
Bayern Munich,Manchester City,4,0
Tottenham Hotspur,Barcelona,0,3
Sevilla,Bayern Munich,0,4
Paris Saint-Germain,Lyon,5,2
Bayern Munich,Tottenham Hotspur,5,1
Real Madrid,Arsenal,5,1
Bayern Munich,Manchester United,2,2
Manchester City,Benfica,1,2
Real Madrid,Borussia Dortmund,4,0
Arsenal,Barcelona,0,5
Inter Milan,Paris Saint-Germain,1,1
Bayern Munich,Chelsea,5,4
RB Leipzig,Borussia Dortmund,0,0
Benfica,Tottenham Hotspur,3,1
Bayern Munich,Lyon,4,3
Juventus,Barcelona,3,4
Manchester City,Manchester United,2,4
Barcelona,Lyon,4,3
Manchester City,Bayern Munich,2,4
Sevilla,Liverpool,0,0
Inter Milan,Juventus,0,3
Borussia Dortmund,RB Leipzig,2,4
Lyon,Borussia Dortmund,4,4
Inter Milan,Manchester United,0,0
Chelsea,Bayern Munich,0,0
Inter Milan,Arsenal,3,4
Manchester City,Atlético de Madrid,1,5
Liverpool,Lyon,4,5
Real Madrid,Manchester City,4,5
Arsenal,Napoli,5,1
Juventus,Barcelona,5,0
Napoli,AC Milan,4,1
Arsenal,Borussia Dortmund,5,5
Manchester United,Sevilla,5,3
Paris Saint-Germain,Lyon,5,5
Benfica,Manchester United,1,0
Barcelona,Paris Saint-Germain,0,2
Barcelona,AC Milan,2,2
Manchester City,Real Madrid,1,0
Paris Saint-Germain,AC Milan,5,2
Juventus,AC Milan,1,1
Borussia Dortmund,Arsenal,5,4
Lyon,Chelsea,3,1
Bayern Munich,Napoli,1,5
AC Milan,Lyon,3,1
Napoli,Bayern Munich,1,0
Lyon,Barcelona,5,2
AC Milan,Manchester City,3,3
Liverpool,Manchester United,3,1
Manchester City,Borussia Dortmund,0,0
Chelsea,Sevilla,3,4
Real Madrid,Inter Milan,0,5
Paris Saint-Germain,Real Madrid,1,2
Juventus,Chelsea,2,4
Barcelona,Lyon,0,0
